id,SurveyNum,Avrage_PR,Trans_lengthm,Lionfish_size_TL,Habitat_type,Lionfish_visibility,Lionfish_behaviour,Adj_behaviour,TOD,Num_attempts,Captured_bin,Mins_elapsed,Hrs_elapsed,Adj_min,Gamma_min,Capturer_name,Proportion_caught,Adj_Prop,Prop_remaining,Cap_Dives,Cap_removals,Cap_exp,Cap_affl,Cap_exp_new,Cap_exp_2821
318,2060,NA,50,NA,Sponge,SH,rest,rest,midday,1,0,1.002,0.0167,1.002,1.002,Ana,0,0.001,1,260,0,Low,Intern,Low,Low
319,2060,NA,50,NA,Sponge,SH,rest,rest,midday,1,0,1.002,0.0167,1.002,1.002,Ana,0,0.001,1,260,0,Low,Intern,Low,Low
135,302,0.555555556,10,10,Reef,SH,rest,rest,midday,1,0,1.002,0.0167,1.002,1.002,Lindsay,0,0.001,1,500,0,Low,Volunteer,Low,Low
402,2329,0.625,16,8,Reef,SH,rest,rest,midday,1,0,1.002,0.0167,1.002,1.002,Alyssa,0,0.001,1,100,100,Low,Intern,Low,Low
441,2497,0.714285714,43,12,Reef,EXP,rest,rest,midday,1,0,1.998,0.0333,1.998,1.998,BZ,0.5,0.5,0.5,150,0,Low,Intern,Low,Low
444,2509,0.714285714,13,16,Reef,EXP,rest,rest,midday,1,0,1.998,0.0333,1.998,1.998,BZ,0,0.001,1,150,0,Low,Intern,Low,Low
474,2625,0.733333333,21,11,Reef,EXP,hover,active,midday,1,0,1.998,0.0333,1.998,1.998,BZ,0,0.001,1,150,0,Low,Intern,Low,Low
644,5103,0.735442192,NA,10,Reef,EXP,hover,active,Crepuscular,1,0,2,0.0333,2,2,Kris and Kaitlin,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
715,5114,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,0,2,0.0333,2,2,Kris and Kaitlin,0.285714286,0.285714286,0.714285714,NA,NA,Low,Volunteer,Low,Low
469,2601,0.714285714,3,15,Reef,SH,hover,active,midday,1,0,3,0.05,3,3,Jack Fishman,0,0.001,1,400,2,Low,Intern,Low,Low
661,5107,0.735442192,NA,20,Reef,EXP,hover,active,midday,1,0,3,0.05,3,3,Harley and Victoria,0.5,0.5,0.5,NA,NA,Low,Volunteer,Low,Low
1043,5425,0.485620915,NA,30,Reef,SH,hunt,active,Crepuscular,1,0,3,0.05,3,3,Jason and Gaduken,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
643,5103,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,0,3,0.05,3,3,Kris and Kaitlin,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
713,5114,0.735442192,NA,30,Reef,EXP,hover,active,Crepuscular,1,0,8,0.1333,3,3,Kris and Kaitlin,0.285714286,0.285714286,0.714285714,NA,NA,Low,Volunteer,Low,Low
450,2536,0.714285714,3,18,Reef,EXP,hover,active,midday,1,0,4.998,0.0833,4.998,4.998,BZ,0.666666667,0.666666667,0.333333333,150,0,Low,Intern,Low,Low
163,419,0.529411765,50,24,Reef,SH,hover,active,midday,1,0,4.998,0.0833,4.998,4.998,Taylor,0.5,0.5,0.5,130,0,Low,Intern,Low,Low
246,1213,NA,4,NA,Reef,EXP,hover,active,midday,1,0,0,0,0,1e-8,Rich,0,0.001,1,300,50,Low,NRM&CS,Medium,Low
984,5317,0.397435641,NA,20,Reef,EXP,hover,active,Crepuscular,1,0,NA,0.00139,0,1e-8,Nikkie and Hanna,0.83333,0.83333,0.16667,NA,NA,Low,Volunteer,Medium,Low
836,5125,0.735442192,NA,25,Reef,SH,hover,active,Crepuscular,1,0,0.083333333,0.0014,0.083333333,0.083333333,Ari and Rachel,0.764705882,0.764705882,0.235294118,NA,NA,High,Volunteer,Medium,Low
842,5125,0.735442192,NA,23,Reef,EXP,swim,active,Crepuscular,1,0,0.083333333,0.0014,0.083333333,0.083333333,Ari and Rachel,0.764705882,0.764705882,0.235294118,NA,NA,High,Volunteer,Medium,Low
1019,5410,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,0,0.083333333,0.00139,0.083333333,0.083333333,Curtis and Amy,0.333333333,0.333333333,0.666666667,NA,NA,High,Dive Professional,Medium,Low
634,5102,0.735442192,NA,25,Reef,EXP,hover,active,Crepuscular,1,0,0.083333333,0.00139,0.083333333,0.083333333,Mike and Grytch,0.5,0.5,0.5,NA,NA,Low,Volunteer,Medium,Low
757,5117,0.735442192,NA,35,Reef,EXP,hover,active,midday,1,0,0.083333333,0.00139,0.083333333,0.083333333,Mike and Grytch,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Medium,Low
759,5117,0.735442192,NA,5,Reef,SH,rest,rest,midday,1,0,0.083333333,0.00139,0.083333333,0.083333333,Mike and Grytch,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Medium,Low
850,5125,0.735442192,NA,NA,Reef,SH,rest,rest,Crepuscular,1,0,0.083333333,0.00139,0.083333333,0.083333333,Mike and Grytch,0.666666667,0.666666667,0.333333333,NA,NA,Low,Volunteer,Medium,Low
987,5328,0.397435641,NA,25,Reef,EXP,hover,active,Crepuscular,1,0,0.083333333,0.00139,0.083333333,0.083333333,Nikkie and Hanna,0.25,0.25,0.75,NA,NA,Low,Volunteer,Medium,Low
988,5328,0.397435641,NA,20,Reef,SH,NA,NA,Crepuscular,1,0,0.083333333,0.00139,0.083333333,0.083333333,Nikkie and Hanna,0.25,0.25,0.75,NA,NA,Low,Volunteer,Medium,Low
989,5328,0.397435641,NA,20,Reef,SH,NA,NA,Crepuscular,1,0,0.083333333,0.00278,0.083333333,0.083333333,Nikkie and Hanna,0.25,0.25,0.75,NA,NA,Low,Volunteer,Medium,Low
592,5101,0.735442192,NA,18,Reef,EXP,hover,active,Crepuscular,1,0,1,0.01667,1,1,Ari and Rachel,0.833333333,0.833333333,0.166666667,NA,NA,High,Volunteer,Medium,Low
647,5104,0.735442192,NA,15,Reef,EXP,rest,rest,midday,1,0,1,0.01667,1,1,Ari and Rachel,0.6,0.6,0.4,NA,NA,High,Volunteer,Medium,Low
649,5104,0.735442192,NA,20,Reef,EXP,swim,active,midday,1,0,1,0.01667,1,1,Ari and Rachel,0.6,0.6,0.4,NA,NA,High,Volunteer,Medium,Low
731,5115,0.735442192,NA,28,Reef,EXP,hover,active,Crepuscular,1,0,1,0.0167,1,1,Leah and Jackie,0.875,0.875,0.125,NA,NA,High,NRM&CS,Medium,Low
910,5133,0.735442192,NA,24,Reef,SH,hover,active,midday,1,0,1,0.01667,1,1,Leah and Jackie,0.6666667,0.6666667,0.3333333,NA,NA,High,NRM&CS,Medium,Low
961,5139,0.735442192,NA,22,Reef,EXP,hunt,active,Crepuscular,1,0,1,0.01667,1,1,Leah and Jackie,0.8,0.8,0.2,NA,NA,High,NRM&CS,Medium,Low
431,2457,0.733333333,25,17,Reef,SH,rest,rest,midday,1,0,1.998,0.0333,1.914666667,1.914666667,Ben Acker,0.666666667,0.666666667,0.333333333,NA,NA,NA,Intern,Medium,Low
579,5100,0.735442192,NA,28,Reef,EXP,rest,rest,Crepuscular,1,0,3,0.05,3,3,Leah and Jackie,0.818,0.818,0.182,NA,NA,High,NRM&CS,Medium,Low
794,5120,0.735442192,NA,24,Reef,EXP,hover,active,Crepuscular,1,0,3,0.05,3,3,Leah and Jackie,0.5,0.5,0.5,NA,NA,High,NRM&CS,Medium,Low
159,397,0.529411765,NA,24,Reef,EXP,hover,active,midday,1,0,4.998,0.0833,4.998,4.998,Jess,0.5,0.5,0.5,NA,NA,High,Intern,Medium,Low
551,2864,0.714285714,18,7,Reef,SH,rest,rest,midday,1,0,22.998,0.3833,22.998,22.998,Andy,0,0.001,1,NA,NA,NA,NA,Medium,Low
111,275,0.931034483,35,7,Reef,SH,hover,active,Crepuscular,1,0,0,0,0,1e-8,Zoe.Liz,0.833333333,0.833333333,0.166666667,32,0,Low,Intern,None,Low
419,2424,0.857142857,NA,15,Reef,EXP,rest,rest,midday,1,0,1.002,0.0167,1.002,1.002,Anna S.,0,0.001,1,56,0,Low,Intern,None,Low
509,2794,0.7,33,25,Reef,SH,rest,rest,midday,1,0,1.998,0.0333,1.998,1.998,Emily,0,0.001,1,50,0,Low,Intern,None,Low
70,200,0.677419355,38,15,Reef,SH,hover,active,midday,1,0,1.998,0.0333,1.998,1.998,Catie,0,0.001,1,56,0,Low,Intern,None,Low
611,5101,0.735442192,NA,NA,Reef,EXP,hover,active,Crepuscular,2,0,0,NA,0,1e-8,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
612,5101,0.735442192,NA,NA,Reef,EXP,hover,active,Crepuscular,2,0,0,NA,0,1e-8,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
591,5100,0.735442192,NA,20,Reef,NA,rest,rest,Crepuscular,2,0,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,0.6,0.6,0.4,NA,NA,High,Volunteer,High,High
1031,5413,0.485620915,NA,20,Reef,SH,rest,rest,Crepuscular,2,0,0.333333333,0.00556,0.333333333,0.333333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
306,2043,0.893939394,36,22,Reef,SH,hover,active,midday,2,0,0.666,0.0111,0.666,0.666,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
690,5110,0.735442192,NA,15,Reef,NA,hover,active,midday,2,0,1,0.0167,1,1,Andy and Chuck,0.5,0.5,0.5,NA,NA,High,NA,High,High
152,387,0.529411765,22,12,Reef,SH,rest,rest,midday,2,0,1.002,0.0167,1.002,1.002,Lad,0,0.001,1,10000,1000,High,NRM&CS,High,High
256,1311,0.846153846,14,10,Reef,SH,rest,rest,midday,2,0,1.002,0.0167,1.002,1.002,Dan,0.5,0.5,0.5,300,2000,High,Dive Professional,High,High
34,122,0.891891892,18,10,Reef,SH,rest,rest,midday,2,0,1.002,0.0167,1.002,1.002,Roger,0.555555556,0.555555556,0.444444444,NA,NA,High,NA,High,High
350,2128,0.65,27,12,Reef,SH,hover,active,midday,2,0,1.482,0.0247,1.482,1.482,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
313,2043,0.893939394,2,20,Reef,EXP,rest,rest,midday,2,0,2.934,0.0489,1.752,1.752,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
69,198,0.677419355,5,6,Reef,SH,hover,active,midday,2,0,2.334,0.0389,2.334,2.334,Lad,0.5,0.5,0.5,10000,1000,High,NRM&CS,High,High
658,5106,0.735442192,NA,25,Reef,EXP,hover,active,midday,2,0,2.5,0.0417,2.5,2.5,Fogg and Riffe,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
161,400,0.529411765,12,26,Reef,SH,hover,active,midday,2,0,3,0.05,3,3,Liz,0,0.001,1,400,200,High,NRM&CS,High,High
287,2006,0.75,14,19,Reef,SH,rest,rest,midday,2,0,3,0.05,3,3,Ryan,0.5,0.5,0.5,1500,300,High,NRM&CS,High,High
328,2088,0.8,27,7,Reef,SH,hover,active,midday,2,0,4.002,0.0667,4.002,4.002,Terry,0.75,0.75,0.25,1231,300,High,NRM&CS,High,High
94,208,0.677419355,60,12,Reef,SH,rest,rest,midday,2,0,5.334,0.0889,4.452,4.452,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
657,5106,0.735442192,NA,25,Reef,EXP,hover,active,midday,2,0,5.5,0.0917,5.5,5.5,Fogg and Riffe,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
156,395,0.529411765,15,26,Reef,SH,rest,rest,midday,2,0,6,0.1,6,6,Liz,0,0.001,1,400,200,High,NRM&CS,High,High
473,2616,0.733333333,48,15,Sponge,SH,rest,rest,midday,2,0,6,0.1,6,6,Carlos,0,0.001,1,1272,225,High,Volunteer,High,High
567,2888,0.714285714,40,5,Reef,EXP,rest,rest,midday,2,0,6,0.1,6,6,Ed,0.5,0.5,0.5,NA,NA,High,Volunteer,High,High
1037,5421,0.485620915,NA,25,Reef,SH,rest,rest,midday,2,0,6,0.1,6,6,Stu and Reuben,0.333333333,0.333333333,0.666666667,NA,NA,NA,Volunteer,High,High
400,2287,0.909090909,7,20,Reef,SH,hover,active,midday,2,0,NA,NA,0,1e-8,Alyssa,0,0.001,1,100,100,Low,Intern,Low,Low
694,5110,0.735442192,NA,15,Sand,SH,hover,active,midday,2,0,0.083333333,0.0014,0.083333333,0.083333333,Kris and Kaitlin,0.2,0.2,0.8,NA,NA,Low,Volunteer,Low,Low
974,5303,0.397435641,NA,25,Reef,NA,rest,rest,Crepuscular,2,0,0.166666667,0.00278,0.166666667,0.166666667,Mark and Wes,0,0.001,1,NA,NA,Low,Volunteer,Low,Low
691,5110,0.735442192,NA,20,Sand,EXP,hover,active,midday,2,0,1,0.0167,1,1,Kris and Kaitlin,0.2,0.2,0.8,NA,NA,Low,Volunteer,Low,Low
692,5110,0.735442192,NA,25,Sand,EXP,hover,active,midday,2,0,1,0.0167,1,1,Kris and Kaitlin,0.2,0.2,0.8,NA,NA,Low,Volunteer,Low,Low
762,5118,0.735442192,NA,25,Reef,EXP,hover,active,midday,2,0,1,0.01667,1,1,Kris and Kaitlin,0.25,0.25,0.75,NA,NA,Low,Volunteer,Low,Low
977,5314,0.397435641,NA,25,Reef,SH,rest,rest,Crepuscular,2,0,1,0.01667,1,1,Mark and Wes,0.416666667,0.416666667,0.583333333,NA,NA,Low,Volunteer,Low,Low
1090,5440,0.485620915,NA,5,Reef,EXP,hover,active,midday,2,0,1,0.01667,1,1,Mike and Amanda,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
345,2127,0.65,35.6,45,Reef,EXP,hover,active,midday,2,0,1.002,0.0167,1.002,1.002,Ana,0.75,0.75,0.25,260,0,Low,Intern,Low,Low
486,2680,0.857142857,5,20,Reef,SH,hover,active,midday,2,0,1.002,0.0167,1.002,1.002,Jack Fishman,0,0.001,1,400,2,Low,Intern,Low,Low
945,5138,0.735442192,NA,22,Reef,SH,hover,active,Crepuscular,2,0,2,0.03333,2,2,Bryan and Anna,0.75,0.75,0.25,NA,NA,Low,Volunteer,Low,Low
681,5109,0.735442192,NA,15,Reef,EXP,rest,rest,midday,2,0,2,0.0333,2,2,Hall and Wicksten,0,0.001,1,NA,NA,Low,Volunteer,Low,Low
659,5106,0.735442192,NA,20,Reef,EXP,hunt,active,midday,2,0,2,0.0333,2,2,Kris and Kaitlin,0,0.001,1,NA,NA,Low,Volunteer,Low,Low
689,5110,0.735442192,NA,25,Sand,EXP,hover,active,midday,2,0,2,0.0333,2,2,Kris and Kaitlin,0.2,0.2,0.8,NA,NA,Low,Volunteer,Low,Low
954,5139,0.735442192,NA,26,Reef,EXP,hover,active,Crepuscular,2,0,2,0.03333,2,2,Kris and Kaitlin,0.5,0.5,0.5,NA,NA,Low,Volunteer,Low,Low
1089,5440,0.485620915,NA,30,Reef,SH,hover,active,midday,2,0,2,0.03333,2,2,Mike and Amanda,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
548,2860,NA,20,14,Reef,SH,rest,rest,midday,2,0,3,0.05,3,3,BZ,0,0.001,1,150,0,Low,Intern,Low,Low
641,5103,0.735442192,NA,25,Reef,EXP,hover,active,Crepuscular,2,0,15,0.25,15,15,Harley and Victoria,0,0.001,1,NA,NA,Low,Volunteer,Low,Low
787,5119,0.735442192,NA,27,Reef,EXP,rest,rest,midday,2,0,0.083333333,0.0014,0.083333333,0.083333333,Ari and Rachel,0.857142857,0.857142857,0.142857143,NA,NA,High,Volunteer,Medium,Low
775,5119,0.735442192,NA,18,Reef,EXP,hover,active,midday,2,0,0.166666667,0.00278,0.166666667,0.166666667,Ari and Rachel,0.857142857,0.857142857,0.142857143,NA,NA,High,Volunteer,Medium,Low
355,2140,0.65,12.2,13,Reef,EXP,rest,rest,midday,2,0,0.732,0.0122,0.732,0.732,Katie,0.75,0.75,0.25,500,50,Low,NRM&CS,Medium,Low
320,2063,0.8,10,19,Reef,EXP,hover,active,midday,2,0,1.218,0.0203,1.218,1.218,Katie,0,0.001,1,500,50,Low,NRM&CS,Medium,Low
430,2457,0.733333333,17,17,Reef,EXP,rest,rest,midday,2,0,1.998,0.0333,1.998,1.998,Ben Acker,0.666666667,0.666666667,0.333333333,NA,NA,NA,Intern,Medium,Low
247,1216,0.8,17,32,Reef,SH,rest,rest,midday,2,0,3,0.05,3,3,Rich,0,0.001,1,300,50,Low,NRM&CS,Medium,Low
232,1116,0.809523809,11,30,Reef,SH,rest,rest,midday,2,0,4.002,0.0667,4.002,4.002,Andrew,0.6,0.6,0.4,NA,NA,NA,NA,Medium,Low
577,5100,0.735442192,NA,22,Reef,EXP,rest,rest,Crepuscular,2,0,5,0.0833,5,5,Leah and Jackie,0.818,0.818,0.182,NA,NA,High,NRM&CS,Medium,Low
424,2446,0.733333333,48,30,Reef,EXP,rest,rest,midday,2,0,1.002,0.0167,0.5,0.5,Anna S.,0,0.001,1,56,0,Low,Intern,None,Low
102,257,0.931034483,35,7,Reef,SH,rest,rest,midday,2,0,4.002,0.0667,4.002,4.002,Austen.Elissa,0,0.001,1,18,0,Low,Intern,None,Low
622,5102,0.735442192,NA,12,Reef,EXP,hover,active,Crepuscular,3,0,0.5,0.0083,0.416666667,0.416666667,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
1026,5412,0.485620915,NA,35,Reef,SH,hover,active,Crepuscular,3,0,0.5,0.00833,0.5,0.5,Kris and Grytch,0.333333333,0.333333333,0.666666667,NA,NA,High,Volunteer,High,High
351,2131,0.65,5.7,12,Reef,SH,swim,active,midday,3,0,1.416,0.0236,1.416,1.416,Terry,0.5,0.5,0.5,1231,300,High,NRM&CS,High,High
555,2876,0.846153846,35,10,Reef,SH,rest,rest,midday,3,0,1.998,0.0333,1.998,1.998,Carlos,0.8,0.8,0.2,1272,225,High,Volunteer,High,High
35,122,0.891891892,35,5,Reef,SH,rest,rest,midday,3,0,1.998,0.0333,1.998,1.998,Roger,0.555555556,0.555555556,0.444444444,NA,NA,High,NA,High,High
501,2770,0.7,15,12,Reef,SH,rest,rest,midday,3,0,10.998,0.1833,10.998,10.998,Lad,0.75,0.75,0.25,10000,1000,High,NRM&CS,High,High
764,5118,0.735442192,NA,20,Reef,SH,hover,active,midday,3,0,0,0,0.25,0.25,Kris and Kaitlin,0.25,0.25,0.75,NA,NA,Low,Volunteer,Low,Low
365,2160,0.775,0.9,32,Reef,EXP,hover,active,midday,3,0,1.584,0.0264,1.584,1.584,Ana,0,0.001,1,260,0,Low,Intern,Low,Low
364,2159,0.775,27.1,33,Reef,EXP,hover,active,midday,3,0,2.082,0.0347,2.082,2.082,Ana,0.5,0.5,0.5,260,0,Low,Intern,Low,Low
483,2670,0.733333333,5,14,Reef,EXP,rest,rest,midday,3,0,2.748,0.0458,2.748,2.748,Jack Fishman,0,0.001,1,400,2,Low,Intern,Low,Low
799,5122,0.735442192,NA,15,Reef,EXP,rest,rest,midday,3,0,3,0.05,3,3,Kris and Kaitlin,0,0.001,1,NA,NA,Low,Volunteer,Low,Low
817,5124,0.735442192,NA,25,Reef,SH,hover,active,Crepuscular,3,0,5,0.08333,4,4,Kris and Kaitlin,0.666666667,0.666666667,0.333333333,NA,NA,Low,Volunteer,Low,Low
695,5111,0.735442192,NA,25,Reef,SH,hover,active,midday,3,0,1,0.01667,1,1,Ari and Rachel,0.75,0.75,0.25,NA,NA,High,Volunteer,Medium,Low
953,5139,0.735442192,NA,24,Reef,SH,hover,active,Crepuscular,3,0,3,0.05,3,3,Leah and Jackie,0.8,0.8,0.2,NA,NA,High,NRM&CS,Medium,Low
360,2149,0.65,42.5,15,Reef,SH,rest,rest,midday,3,0,7.998,0.1333,7.998,7.998,Katie,0.666666667,0.666666667,0.333333333,500,50,Low,NRM&CS,Medium,Low
67,197,0.677419355,9,9,Reef,EXP,hover,active,midday,3,0,12,0.2,12,12,Mitch,0,0.001,1,NA,NA,NA,Dive Professional,Medium,Low
330,2095,0.923076923,28.2,8,Reef,SH,hover,active,midday,4,0,1.164,0.0194,1.164,1.164,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
79,207,0.677419355,51,13,Reef,SH,rest,rest,midday,4,0,4.002,0.0667,4.002,4.002,Steve Schalk,0.5,0.5,0.5,NA,NA,High,NRM&CS,High,High
408,2356,0.625,0,9,Reef,EXP,rest,rest,midday,4,0,4.998,0.0833,4.998,4.998,Liz,0.5,0.5,0.5,400,200,High,NRM&CS,High,High
255,1309,0.846153846,10,30,Reef,SH,hover,active,midday,4,0,9,0.15,9,9,Robert,0,0.001,1,NA,NA,NA,NRM&CS,High,High
358,2145,0.65,1,19,Sand,EXP,rest,rest,midday,4,0,1.398,0.0233,1.398,1.398,Katie,0,0.001,1,500,50,Low,NRM&CS,Medium,Low
180,1001,NA,27,27,Reef,EXP,rest,rest,midday,5,0,4.998,0.0833,4.998,4.998,Chris,0,0.001,1,1000,1000,High,Dive Professional,High,High
416,2403,NA,35,6,Reef,SH,rest,rest,midday,5,0,4.998,0.0833,4.998,4.998,Alyssa,0,0.001,1,100,100,Low,Intern,Low,Low
426,2453,0.733333333,12,13,Reef,SH,rest,rest,midday,5,0,4.002,0.0667,4.002,4.002,Ben Acker,0,0.001,1,NA,NA,NA,Intern,Medium,Low
212,1013,0.90625,10,12,Reef,SH,swim,active,midday,8,0,7.002,0.1167,7.002,7.002,Colin,0,0.001,1,250,10,Low,Intern,Low,Low
131,298,0.555555556,62,15,Reef,SH,rest,rest,midday,NA,0,3,0.05,3,3,Lad,0.5,0.5,0.5,10000,1000,High,NRM&CS,High,High
132,298,0.555555556,62,15,Reef,SH,rest,rest,midday,NA,0,3,0.05,3,3,Lad,0.5,0.5,0.5,10000,1000,High,NRM&CS,High,High
98,249,0.931034483,0,25,Reef,EXP,hover,active,midday,1,1,0,0,0,1e-8,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
640,5102,0.735442192,NA,27,Reef,EXP,swim,active,Crepuscular,1,1,0.016666667,3e-4,0.016666667,0.016666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
706,5112,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.016666667,3e-4,0.016666667,0.016666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
708,5112,0.735442192,NA,15,Reef,EXP,swim,active,Crepuscular,1,1,0.016666667,3e-4,0.016666667,0.016666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
709,5112,0.735442192,NA,13,Reef,SH,NA,NA,Crepuscular,1,1,0.016666667,3e-4,0.016666667,0.016666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
710,5112,0.735442192,NA,20,Reef,SH,NA,NA,Crepuscular,1,1,0.016666667,3e-4,0.016666667,0.016666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
711,5112,0.735442192,NA,20,Reef,NA,NA,NA,Crepuscular,1,1,0.016666667,3e-4,0.016666667,0.016666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
712,5112,0.735442192,NA,25,Reef,NA,NA,NA,Crepuscular,1,1,0.016666667,3e-4,0.016666667,0.016666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
636,5102,0.735442192,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,0.033333333,6e-4,0.033333333,0.033333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
637,5102,0.735442192,NA,30,Reef,EXP,hunt,active,Crepuscular,1,1,0.033333333,6e-4,0.033333333,0.033333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
638,5102,0.735442192,NA,27,Reef,EXP,rest,rest,Crepuscular,1,1,0.033333333,6e-4,0.033333333,0.033333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
679,5108,0.735442192,NA,20,Reef,EXP,swim,active,midday,1,1,0.033333333,6e-4,0.033333333,0.033333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
680,5108,0.735442192,NA,20,Reef,EXP,swim,active,midday,1,1,0.033333333,6e-4,0.033333333,0.033333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
831,5124,0.735442192,NA,23,Reef,EXP,hover,active,Crepuscular,1,1,0.033333333,5.6e-4,0.033333333,0.033333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
832,5124,0.735442192,NA,24.9,Reef,EXP,swim,active,Crepuscular,1,1,0.033333333,5.6e-4,0.033333333,0.033333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
829,5124,0.735442192,NA,29,Reef,EXP,hover,active,Crepuscular,1,1,0.05,8.3e-4,0.05,0.05,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
830,5124,0.735442192,NA,38.8,Reef,EXP,hunt,active,Crepuscular,1,1,0.05,8.3e-4,0.05,0.05,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
678,5108,0.735442192,NA,20,Reef,EXP,hunt,active,midday,1,1,0.066666667,0.0011,0.066666667,0.066666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
751,5116,0.735442192,NA,22,Reef,EXP,hunt,active,midday,1,1,0.066666667,0.00111,0.066666667,0.066666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
752,5116,0.735442192,NA,25.5,Reef,EXP,NA,NA,midday,1,1,0.066666667,0.00111,0.066666667,0.066666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
816,5123,0.735442192,NA,20,Reef,EXP,hover,active,midday,1,1,0.066666667,0.00111,0.066666667,0.066666667,Fogg and Riffe,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
828,5124,0.735442192,NA,26.4,Reef,EXP,rest,rest,Crepuscular,1,1,0.066666667,0.00111,0.066666667,0.066666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
417,2412,0.857142857,15,12,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
418,2416,0.857142857,7,12,Reef,SH,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
434,2457,0.733333333,25,18,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Liz,0.666666667,0.666666667,0.333333333,400,200,High,NRM&CS,High,High
115,287,0.931034483,4,16,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
116,288,0.931034483,0,12,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
119,293,0.931034483,19,15,Reef,EXP,hover,active,Crepuscular,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
120,293,0.931034483,19,18,Reef,EXP,hover,active,Crepuscular,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
121,294,0.931034483,42,11,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
123,296,0.931034483,12,13,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
