id,SurveyNum,Avrage_PR,Trans_lengthm,Lionfish_size_TL,Habitat_type,Lionfish_visibility,Lionfish_behaviour,Adj_behaviour,TOD,Num_attempts,Captured_bin,Mins_elapsed,Hrs_elapsed,Adj_min,Gamma_min,Capturer_name,Proportion_caught,Adj_Prop,Prop_remaining,Cap_Dives,Cap_removals,Cap_exp,Cap_affl,Cap_exp_new,Cap_exp_2821
125,296,0.931034483,12,10,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
126,296,0.931034483,12,15,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
386,2270,0.909090909,15,35,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
389,2280,0.909090909,40,40,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
464,2571,0.714285714,4,35,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
466,2571,0.714285714,5,45,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
493,2754,0.857142857,29,25,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
494,2754,0.857142857,50,25,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
495,2754,0.857142857,29,25,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
496,2754,0.857142857,29,22,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
514,2805,0.7,33,25,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
515,2805,0.7,33,22,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
556,2876,0.846153846,36,25,Reef,SH,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,0.8,0.8,0.2,1272,225,High,Volunteer,High,High
557,2876,0.846153846,6,30,Reef,SH,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,0.8,0.8,0.2,1272,225,High,Volunteer,High,High
558,2876,0.846153846,6,35,Reef,SH,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,0.8,0.8,0.2,1272,225,High,Volunteer,High,High
559,2876,0.846153846,4,30,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,0.8,0.8,0.2,1272,225,High,Volunteer,High,High
560,2877,0.846153846,40,12,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,0.5,0.5,0.5,1272,225,High,Volunteer,High,High
571,2904,0.714285714,11,17,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
199,1010,0.90625,25,27,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Chris,0.75,0.75,0.25,1000,1000,High,Dive Professional,High,High
258,1316,0.846153846,43,11,Reef,SH,rest,rest,midday,1,1,0.083333333,0,0.083333333,0.083333333,Chris,1,0.99999,0,1000,1000,High,Dive Professional,High,High
259,1316,0.846153846,30,12,Reef,EXP,rest,rest,midday,1,1,0.083333333,0.05,0.083333333,0.083333333,Chris,1,0.99999,0,1000,1000,High,Dive Professional,High,High
260,1316,0.846153846,0,12,Reef,EXP,rest,rest,midday,1,1,0.083333333,0,0.083333333,0.083333333,Chris,1,0.99999,0,1000,1000,High,Dive Professional,High,High
500,2770,0.7,15,10,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Lad,0.75,0.75,0.25,10000,1000,High,NRM&CS,High,High
528,2816,0.636363636,25,35,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Lad,0.333333333,0.333333333,0.666666667,10000,1000,High,NRM&CS,High,High
242,1209,0.8,0,15,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
243,1209,0.8,0,30,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
248,1303,0.846153846,14,24,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
261,1403,1,12,22,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
590,5100,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,0.6,0.6,0.4,NA,NA,High,Volunteer,High,High
652,5104,0.735442192,NA,15,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
654,5104,0.735442192,NA,10,Reef,NA,NA,NA,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
693,5110,0.735442192,NA,20,Reef,NA,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,0.5,0.5,0.5,NA,NA,High,NA,High,High
722,5114,0.735442192,NA,10,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
723,5114,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
724,5114,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
725,5114,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
726,5114,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
755,5117,0.735442192,NA,15,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
756,5117,0.735442192,NA,20,Reef,EXP,swim,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
809,5123,0.735442192,NA,15,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
858,5126,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
921,5135,0.735442192,NA,15,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
922,5135,0.735442192,NA,10,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
923,5135,0.735442192,NA,15,Reef,EXP,rest,rest,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
924,5135,0.735442192,NA,15,Reef,SH,rest,rest,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
925,5135,0.735442192,NA,20,Reef,SH,rest,rest,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
967,5139,0.735442192,NA,20,Reef,SH,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
968,5139,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
969,5139,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
970,5139,0.735442192,NA,15,Reef,SH,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
971,5139,0.735442192,NA,20,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
1083,5436,0.485620915,NA,32,Reef,SH,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Brian and Josh,0.333333333,0.333333333,0.666666667,NA,NA,NA,Volunteer,High,High
177,464,0.775,11,28,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Ed,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High
990,5401,0.485620915,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
991,5401,0.485620915,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
992,5401,0.485620915,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
993,5401,0.485620915,NA,25,Reef,SH,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
997,5407,0.485620915,NA,30,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
998,5407,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
999,5407,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1000,5407,0.485620915,NA,30,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1001,5407,0.485620915,NA,20,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1002,5407,0.485620915,NA,20,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1003,5407,0.485620915,NA,20,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1004,5407,0.485620915,NA,25,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1005,5407,0.485620915,NA,30,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1006,5407,0.485620915,NA,35,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1007,5407,0.485620915,NA,25,Reef,EXP,swim,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1033,5413,0.485620915,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1034,5413,0.485620915,NA,15,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1050,5427,0.485620915,NA,35,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1051,5427,0.485620915,NA,25,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1052,5427,0.485620915,NA,30,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1054,5427,0.485620915,NA,25,Reef,SH,NA,NA,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1055,5427,0.485620915,NA,25,Reef,SH,NA,NA,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1079,5431,0.485620915,NA,30,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1080,5431,0.485620915,NA,38,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1081,5431,0.485620915,NA,30,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1084,5437,0.485620915,NA,35,Reef,SH,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1085,5437,0.485620915,NA,20,Reef,EXP,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1086,5437,0.485620915,NA,25,Reef,EXP,rest,rest,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1087,5437,0.485620915,NA,25,Reef,SH,rest,rest,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1088,5437,0.485620915,NA,11,Reef,EXP,rest,rest,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1095,5441,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Rachel,1,0.99999,0,NA,NA,High,NRM&CS,High,High
748,5116,0.735442192,NA,23.7,Reef,EXP,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
749,5116,0.735442192,NA,26,Reef,EXP,swim,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
750,5116,0.735442192,NA,22.8,Reef,EXP,NA,NA,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
812,5123,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
814,5123,0.735442192,NA,35,Reef,SH,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
815,5123,0.735442192,NA,35,Reef,EXP,swim,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,0.8,0.8,0.2,NA,NA,High,NRM&CS,High,High
827,5124,0.735442192,NA,27.2,Reef,EXP,hunt,active,Crepuscular,1,1,0.133333333,0.00222,0.083333333,0.083333333,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
885,5128,0.735442192,NA,23.8,Reef,EXP,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,0.75,0.75,0.25,NA,NA,High,NRM&CS,High,High
886,5128,0.735442192,NA,23.5,Reef,EXP,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Fogg and Riffe,0.75,0.75,0.25,NA,NA,High,NRM&CS,High,High
655,5105,0.735442192,NA,27,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,1,0.99999,0,NA,NA,High,Volunteer,High,High
656,5105,0.735442192,NA,14,Reef,EXP,swim,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,1,0.99999,0,NA,NA,High,Volunteer,High,High
682,5109,0.735442192,NA,22,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,1,0.99999,0,NA,NA,High,Volunteer,High,High
683,5109,0.735442192,NA,12,Reef,NA,hunt,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,1,0.99999,0,NA,NA,High,Volunteer,High,High
684,5109,0.735442192,NA,25,Reef,NA,rest,rest,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,1,0.99999,0,NA,NA,High,Volunteer,High,High
685,5109,0.735442192,NA,28,Reef,NA,swim,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,1,0.99999,0,NA,NA,High,Volunteer,High,High
741,5115,0.735442192,NA,25,Reef,NA,hover,active,Crepuscular,1,1,0,NA,0.083333333,0.083333333,Grayson and Travis,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High
742,5115,0.735442192,NA,25,Reef,NA,NA,NA,Crepuscular,1,1,0,NA,0.083333333,0.083333333,Grayson and Travis,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High
790,5119,0.735442192,NA,27,Reef,NA,rest,rest,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,0.8,0.8,0.2,NA,NA,High,Volunteer,High,High
791,5119,0.735442192,NA,27,Reef,NA,rest,rest,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,0.8,0.8,0.2,NA,NA,High,Volunteer,High,High
859,5126,0.735442192,NA,20,Reef,NA,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,0.928571429,0.928571429,0.071428571,NA,NA,High,Volunteer,High,High
860,5126,0.735442192,NA,30,Reef,NA,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,0.928571429,0.928571429,0.071428571,NA,NA,High,Volunteer,High,High
893,5130,0.735442192,NA,25,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,0.714285714,0.714285714,0.285714286,NA,NA,High,Volunteer,High,High
894,5130,0.735442192,NA,40,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,0.714285714,0.714285714,0.285714286,NA,NA,High,Volunteer,High,High
895,5130,0.735442192,NA,42,Reef,EXP,hover,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Grayson and Travis,0.714285714,0.714285714,0.285714286,NA,NA,High,Volunteer,High,High
216,1104,0.809523809,25,10,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Greg,1,0.99999,0,NA,NA,NA,NA,High,High
628,5102,0.735442192,NA,10,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
630,5102,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
631,5102,0.735442192,NA,8,Reef,SH,NA,NA,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
703,5112,0.735442192,NA,18,Reef,EXP,swim,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,0.75,0.75,0.25,NA,NA,High,Volunteer,High,High
793,5119,0.735442192,NA,16,Reef,EXP,swim,active,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
882,5127,0.735442192,NA,35,Reef,EXP,hunt,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
883,5127,0.735442192,NA,20,Reef,EXP,swim,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
906,5132,0.735442192,NA,15,Reef,SH,rest,rest,midday,1,1,0.083333333,0.0014,0.083333333,0.083333333,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
244,1211,0.8,27,23,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,John,1,0.99999,0,NA,NA,NA,NA,High,High
995,5402,0.485620915,NA,24,Reef,SH,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Kara and Holden,1,0.99999,0,NA,NA,High,NRM&CS,High,High
275,1453,0.858974359,75,13,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Liz T.,0.833333333,0.833333333,0.166666667,NA,NA,High,NRM&CS,High,High
13,119,0.891891892,32,15,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
14,119,0.891891892,35,15,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
15,119,0.891891892,35,20,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
239,1205,0.8,50,25,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
240,1205,0.8,40,30,Reef,SH,swim,active,midday,1,1,0,0,0.083333333,0.083333333,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
28,122,0.891891892,0,5,Reef,EXP,swim,active,midday,1,1,0,0,0.083333333,0.083333333,Roger,0.555555556,0.555555556,0.444444444,NA,NA,High,NA,High,High
29,122,0.891891892,NA,7,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Roger,0.555555556,0.555555556,0.444444444,NA,NA,High,NA,High,High
30,122,0.891891892,NA,7,Reef,EXP,hover,active,Crepuscular,1,1,0,0,0.083333333,0.083333333,Roger,0.555555556,0.555555556,0.444444444,NA,NA,High,NA,High,High
32,122,0.891891892,15,15,Reef,EXP,rest,rest,Crepuscular,1,1,0,0,0.083333333,0.083333333,Roger,0.555555556,0.555555556,0.444444444,NA,NA,High,NA,High,High
33,122,0.891891892,18,15,Reef,SH,rest,rest,Crepuscular,1,1,0,0,0.083333333,0.083333333,Roger,0.555555556,0.555555556,0.444444444,NA,NA,High,NA,High,High
37,123,0.891891892,24,17,Sponge,EXP,rest,rest,Crepuscular,1,1,0,0,0.083333333,0.083333333,Roger,1,0.99999,0,NA,NA,High,NA,High,High
38,163,1,17,8,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
39,163,1,16,10,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
40,163,1,28,11,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
41,163,1,60,11,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
42,163,1,27,15,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
43,163,1,38,20,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
44,163,1,NA,22,Sponge,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
57,170,1,24.5,24,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
280,1454,0.858974359,35,10,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Steve Schalk,0.75,0.75,0.25,NA,NA,High,NRM&CS,High,High
281,1454,0.858974359,16,18,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Steve Schalk,0.75,0.75,0.25,NA,NA,High,NRM&CS,High,High
252,1304,0.846153846,8,22,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Tim,1,0.99999,0,NA,NA,NA,NA,High,High
253,1304,0.846153846,7,30,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Tim,1,0.99999,0,NA,NA,NA,NA,High,High
254,1308,0.846153846,36,30,Sand,EXP,swim,active,midday,1,1,0,0,0.083333333,0.083333333,Tim,1,0.99999,0,NA,NA,NA,NA,High,High
183,1003,0.90625,6,27,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Tony,0.857142857,0.857142857,0.142857143,NA,NA,NA,Dive Professional,High,High
213,1014,0.90625,3,12,Reef,EXP,hunt,active,midday,1,1,0,0,0.083333333,0.083333333,Tony,1,0.99999,0,NA,NA,NA,Dive Professional,High,High
912,5134,0.735442192,NA,20,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
